SOUTHAMPTON^WX^C;EGHI;&;03865;50;57N;001;21W;14;X;T;6;GB
PENZANCE^HELIPOR;EGHK;&;&;50;07N;005;31W;4;X;7;GB
ALDERNEY/CHANNEL;EGJA;&;&;49;43N;002;12W;71;X;T;6;GB
GUERNSEY^AIRPORT;EGJB;&;03894;49;25N;002;36W;102;X;T;6;GB
JERSEY^AIRPORT^^;EGJJ;&;03895;49;13N;002;12W;84;X;T;6;GB
SHOREHAM-BY-SEA^;EGKA;&;03876;50;50N;000;18W;2;X;T;6;GB
BIGGIN^HILL^^^^^;EGKB;&;&;51;19N;000;01E;183;X;T;6;GB
LONDON/GATWICK^A;EGKK;&;03776;51;08N;000;10W;62;X;T;6;GB
WEST^MALLING^^^^;EGKM;&;&;51;16N;000;25E;104;X;7;GB
LONDON^CITY^AIRP;EGLC;&;&;51;30N;000;03E;5;X;T;6;GB
FARNBOROUGH^^^^^;EGLF;&;03768;51;17N;000;46W;65;X;T;6;GB
LONDON/HEATHROW^;EGLL;&;03772;51;29N;000;27W;24;X;T;6;GB
SOUTHEND-ON-SEA^;EGMC;&;&;51;34N;000;42E;15;X;T;6;GB
LYDD^AIRPORT^^^^;EGMD;&;&;50;57N;000;55E;3;X;T;7;GB
MANSTON^SOUTHEAS;EGMH;&;&;51;21N;001;20E;55;X;T;6;GB
CARLISLE^^^^^^^^;EGNC;&;03222;54;56N;002;49W;26;X;T;6;GB
BLACKPOOL^AIRPOR;EGNH;&;03318;53;46N;003;01W;10;X;T;6;GB
HUMBERSIDE^^^^^^;EGNJ;&;&;53;34N;000;21W;31;X;T;6;GB
WALNEY^ISL/BARRO;EGNL;&;03214;54;07N;003;15W;15;X;7;GB
LEEDS^AND^BRADFO;EGNM;&;&;53;52N;001;38W;208;X;T;6;GB
WHARTON^^^^^^^^^;EGNO;&;&;53;45N;002;53W;17;X;T;6;GB
HAWARDEN^(AUT)^^;EGNR;&;03321;53;10N;002;58W;10;X;T;7;GB
ISLE^OF^MAN/RONA;EGNS;&;03204;54;05N;004;38W;17;X;T;6;GB
NEWCASTLE^^^^^^^;EGNT;&;&;55;01N;001;42W;81;X;T;6;GB
TEES-SIDE^^^^^^^;EGNV;&;&;54;31N;001;25W;37;X;T;6;GB
EAST^MIDLANDS^^^;EGNX;&;&;52;49N;001;19W;94;X;T;6;GB
LLANBEDR^^^^^^^^;EGOD;&;&;52;48N;004;07W;9;X;7;GB
TERNHILL^RAF^^^^;EGOE;&;&;52;52N;002;31W;83;X;7;GB
SPADEADAM^^^^^^^;EGOM;&;03165;55;03N;002;33W;325;X;8;GB
PEMBRY^SANDS^^^^;EGOP;&;03605;51;43N;004;19W;6;X;8;GB
SHAWBURY^RAF^^^^;EGOS;&;03414;52;48N;002;40W;76;X;T;7;GB
VALLEY^RAF^^^^^^;EGOV;&;03302;53;15N;004;32W;11;X;T;6;GB
WOODVALE^RAF^^^^;EGOW;&;&;53;35N;003;03W;12;X;T;8;GB
WEST^FREUGH^(AUT;EGOY;&;03132;54;51N;004;57W;12;X;7;GB
KIRKWALL^AIRPORT;EGPA;&;03017;58;57N;002;53W;21;X;T;6;GB
TAIN^RANGE^(SAWS;EGQA;&;03062;57;50N;003;57W;4;X;8;GB
SUMBURGH^(CAPE)^;EGPB;&;03003;59;52N;001;18W;5;X;T;6;GB
WICK^^^^^^^^^^^^;EGPC;&;03075;58;27N;003;04W;39;X;T;6;GB
ABERDEEN/DYCE^^^;EGPD;&;03091;57;12N;002;13W;65;X;T;6;GB
INVERNESS/DALCRO;EGPE;&;03059;57;31N;004;02W;9;X;T;6;GB
GLASGOW^AIRPORT^;EGPF;&;03140;55;52N;004;25W;8;X;T;6;GB
EDINBURGH^AIRPOR;EGPH;&;03160;55;57N;003;21W;41;X;T;6;GB
ISLAY/PORT^ELLEN;EGPI;&;&;55;41N;006;15W;18;X;T;6;GB
PRESTWICK(CIV/NA;EGPK;&;03135;55;30N;004;34W;20;X;T;6;GB
BENBECULA^ISLAND;EGPL;&;03022;57;28N;007;22W;6;X;T;6;GB
SCATSA/SHETLAND^;EGPM;&;&;60;25N;001;18W;22;X;T;6;GB
DUNDEE/RIVERSIDE;EGPN;&;&;56;27N;003;01W;4;X;T;6;GB
STORNOWAY^^^^^^^;EGPO;&;03026;58;13N;006;19W;13;X;T;6;GB
PERTH/SCONE^^^^^;EGPT;&;&;56;27N;003;22W;121;X;7;GB
TIREE^ISLAND^^^^;EGPU;&;03100;56;30N;006;52W;12;X;T;6;GB
UNST^ISLAND^^^^^;EGPW;&;&;60;45N;000;51W;285;X;7;GB
MACHRIHANISH^RAF;EGQJ;&;03111;55;25N;005;42W;13;X;7;GB
KINLOSS^RAF^^^^^;EGQK;&;03066;57;39N;003;34W;7;X;T;6;GB
LEUCHARS^RAF^^^^;EGQL;&;03171;56;23N;002;52W;12;X;T;6;GB
BOULMER^^^^^^^^^;EGQM;&;03240;55;25N;001;36W;23;X;X;7;GB
LOSSIEMOUTH^RAF^;EGQS;&;03068;57;43N;003;19W;13;X;T;6;GB
LONDON^WEA^CENTE;EGRB;&;03779;51;30N;000;07W;39;X;7;GB
UK^MET^EXETER^^^;EGRR;&;03763;50;44N;003;29W;27;X;7;GB
CAMBRIDGE^^^^^^^;EGSC;&;&;52;12N;000;10E;15;X;T;6;GB
GREAT^YARMOUTH^^;EGSD;&;&;52;38N;001;43E;2;X;T;8;GB
NORWICH^WEA^CNTR;EGSH;&;03492;52;41N;001;17E;36;X;T;6;GB
STANSTED^AIRPORT;EGSS;&;03683;51;53N;000;13E;106;X;T;6;GB
YORKSHIRE/HUMBER;EGSY;&;&;53;24N;001;23W;70;X;T;6;GB
CRANFIELD^^^^^^^;EGTC;&;&;52;04N;000;37W;111;X;T;6;GB
EXETER^AIRPORT^^;EGTE;&;03839;50;43N;003;25W;30;X;T;6;GB
FILTON^(PRIVATE);EGTG;&;&;51;31N;002;34W;69;X;T;6;GB
HATFIELD^^^^^^^^;EGTH;&;&;51;46N;000;15W;77;Z;7;GB
OXFORD^^^^^^^^^^;EGTK;&;&;51;50N;001;19W;82;X;T;7;GB
BENSON^RAF^^^^^^;EGUB;&;03658;51;37N;001;04W;63;X;T;7;GB
ABERPORTH^^^^^^^;EGUC;&;03502;52;07N;004;34W;134;X;7;GB
FARNBOROUGH^(MIL;EGUF;&;03766;51;16N;000;46W;72;X;7;GB
HIGH^WYCOMBE^RAF;EGUH;&;&;51;37N;000;46W;75;X;7;GB
LAKENHEATH^RAF^^;EGUL;&;03583;52;25N;000;34E;10;X;T;6;GB
MANSTON^RAF^^^^^;EGUM;&;03797;51;21N;001;20E;55;X;7;GB
MILDENHALL^RAF^^;EGUN;&;03577;52;22N;000;28E;10;X;T;6;GB
COLERNE^RAF^^^^^;EGUO;&;&;51;26N;002;17W;13;X;T;7;GB
LEE-ON-SOLENT(NA;EGUS;&;03867;50;49N;001;13W;10;X;7;GB
WATTISHAM^RAF^^^;EGUW;&;03590;52;07N;000;58E;87;X;T;6;GB
WYTON^RAF^^^^^^^;EGUY;&;03566;52;21N;000;07W;41;X;T;7;GB
FAIRFORD^RAF^^^^;EGVA;&;03644;51;40N;001;46W;87;X;T;7;GB
WOODBRIDGE^RAF^^;EGVG;&;&;52;04N;001;23E;29;X;7;GB
GREENHAM^COMMON^;EGVI;&;&;51;22N;001;16W;122;X;7;GB
BRIZE^NORTON^RAF;EGVN;&;03649;51;46N;001;35W;88;X;T;7;GB
ODIHAM^RAF^^^^^^;EGVO;&;03761;51;14N;000;57W;123;X;T;7;GB
MIDDLE^WALLOP^^^;EGVP;&;03749;51;08N;001;34W;91;X;T;7;GB
WETHERSFIELD^RAF;EGVT;&;&;51;58N;000;30E;98;X;7;GB
COSFORD^RAF^^^^^;EGWC;&;&;52;37N;002;17W;83;X;T;7;GB
HENLOW^^^^^^^^^^;EGWE;&;&;52;01N;000;16W;95;X;7;GB
NORTHOLT^RAF^^^^;EGWU;&;03672;51;33N;000;25W;40;X;T;7;GB
ALCONBURY^RAF^^^;EGWZ;&;03562;52;22N;000;13W;49;X;7;GB
CONINGSBY^RAF^^^;EGXC;&;03391;53;06N;000;10W;7;X;T;7;GB
DISHFORTH^RAF^^^;EGXD;&;03261;54;08N;001;25W;35;X;T;7;GB
LEEMING^RAF^^^^^;EGXE;&;03257;54;17N;001;31W;40;X;T;6;GB
CHURCH^FENTON^RA;EGXG;&;03355;53;50N;001;12W;9;X;T;8;GB
HONINGTON^RAF^^^;EGXH;&;03586;52;19N;000;46E;54;X;7;GB
COTTESMORE^RAF^^;EGXJ;&;03453;52;44N;000;39W;138;X;7;GB
NEWTON^^^^^^^^^^;EGXN;&;&;52;58N;000;58W;55;X;7;GB
SCAMPTON^RAF^^^^;EGXP;&;03373;53;18N;000;33W;61;X;T;7;GB
DONNA^NOOK^RAF^^;EGXS;&;&;53;29N;000;09E;3;X;8;GB
WITTERING^RAF^^^;EGXT;&;03462;52;37N;000;28W;84;X;T;7;GB
LINTON-ON-OUSE^R;EGXU;&;03266;54;03N;001;15W;16;X;T;7;GB
LECONFIELD^(AUT);EGXV;&;03384;53;52N;000;27W;6;X;7;GB
WADDINGTON^RAF^^;EGXW;&;03377;53;11N;000;31W;70;X;T;6;GB
TOPCLIFFE^RAF^^^;EGXZ;&;&;54;12N;001;23W;28;X;7;GB
CRANWELL^RAF^^^^;EGYD;&;03379;53;02N;000;30W;67;X;T;7;GB
BARKSTON^HEATH^R;EGYE;&;&;52;58N;000;34W;112;X;7;GB
HOLBEACH^(AUT)^^;EGYH;&;03469;52;52N;000;09E;3;X;7;GB
MARHAM^RAF^^^^^^;EGYM;&;03482;52;38N;000;34E;23;X;T;7;GB
WATTON^RAF^RADAR;EGYR;&;&;52;34N;000;51E;59;X;7;GB
WAINFLEET^(AUT)^;EGYW;&;03392;53;05N;000;16E;5;X;7;GB
CASTOR^BAY^^^^^^;&;&;03918;54;18N;006;11W;15;X;8;GB
MUCKLE^FLUGGA^^^;&;&;03001;60;51N;000;53W;53;X;8;GB
LERWICK/SHETLAND;&;&;03005;60;08N;001;11W;82;X;8;GB
ALBERMARLE^^^^^^;&;&;03238;55;06N;001;56W;146;X;8;GB
NOTTINGHAM^^^^^^;&;&;03354;53;00N;001;15W;117;X;8;GB
CAMBORNE^^^^^^^^;&;&;03808;50;13N;005;19W;87;X;8;GB
HERSTOMONCEUX^W^;&;&;03882;50;54N;000;19E;54;X;8;GB
HILLSBOROUGH^^^^;&;&;03920;54;29N;006;06W;38;X;8;GB
SAINT^MAWGAN^RAF;EGDG;&;03817;50;26N;005;00W;119;Z;6;GB
KEMBLE^RAF^^^^^^;EGDK;&;&;51;40N;002;02W;133;Z;8;GB
SANDOWN/WIGHT^IS;EGHN;&;&;50;38N;001;08W;18;Z;8;GB
BALLYKELLY^^^^^^;EGQB;&;&;55;04N;007;01W;2;Z;8;GB
LEAVESDEN^^^^^^^;EGTI;&;&;51;40N;000;25W;102;Z;8;GB
UPPER^HEYFORD^RA;EGUA;&;&;51;55N;001;15W;134;Z;8;GB
ABINGDON^RAF^^^^;EGUD;&;&;51;40N;001;19W;80;Z;8;GB
SCULTHORPE^(AF^M;EGUP;&;&;52;51N;000;46E;65;Z;8;GB
BENTWATERS^RAF^^;EGVJ;&;&;52;07N;001;25E;26;Z;8;GB
BINBROOK^RAF^^^^;EGXB;&;03388;53;27N;000;12W;108;Z;8;GB
COWDEN^^^^^^^^^^;EGXF;&;&;53;51N;006;05W;15;Z;8;GB
FINNINGLEY^RAF^^;EGXI;&;03360;53;28N;001;00W;17;Z;8;GB
DONNA^NOOK^NO.2^;EGXX;&;03385;53;29N;000;05E;11;Z;8;GB
COLTISHALL^RAF^^;EGYC;&;03495;52;46N;001;21E;20;Z;8;GB
