MAZATLAN/G.^BUEL;MMMZ;MZT;&;23;10N;106;16W;10;X;T;5;MX
MAZATLAN^^^^^^^^;&;&;76458;23;12N;106;25W;4;X;8;MX
MERIDA^INTL^ARPT;MMMD;MID;76644;20;57N;089;39W;10;X;T;X;5;MX
MEXICALI^INTL^AR;MMML;MXL;&;32;37N;115;14W;22;X;T;6;MX
MEXICO^CITY/LICE;MMMX;MEX;&;19;25N;099;05W;2238;X;T;1;MX
MEXICO^CITY/TACU;&;&;76679;19;24N;099;12W;2313;X;8;MX
MINATITLAN^^^^^^;MMMT;MTT;&;18;06N;094;34W;40;X;T;6;MX
MONCLOVA^^^^^^^^;MMMV;MOV;76342;26;57N;101;28W;615;X;T;1;MX
MONTERREY^INTL^A;MMAN;MAN;76394;25;52N;100;14W;448;X;T;X;5;MX
MONTERREY/GEN^MA;MMMY;MTY;&;25;46N;100;05W;387;X;T;6;MX
MORELIA^NEW^^^^^;MMMM;MLM;76665;19;51N;101;01W;1833;X;T;6;MX
NOGALES^^^^^^^^^;MMNG;NOG;&;31;13N;110;58W;1222;X;7;MX
NUEVO^LAREDO^INT;MMNL;NLD;&;27;25N;099;34W;148;X;T;6;MX
OAXACA/XOXOCOTLA;MMOX;OAX;76775;17;00N;096;43W;1528;X;T;6;MX
PIEDRAS^NEGRAS^^;MMPG;PNG;76243;28;39N;100;31W;250;X;T;6;MX
POCA^RICA-TAJIN^;MMPA;PAZ;&;20;30N;097;28W;142;X;T;7;MX
PUEBLA^^^^^^^^^^;MMPB;PBC;76685;19;10N;098;22W;2244;X;T;6;MX
PUERTO^PENASCO^^;MMPE;&;&;31;21N;113;31W;9;X;6;MX
PALENQUE^^^^^^^^;MMPQ;&;&;17;32N;091;59W;61;X;T;7;MX
PUERTO^ESCONDIDO;MMPS;PXM;&;15;52N;097;04W;88;X;T;6;MX
PUERTO^VALLARTA^;MMPR;PVR;&;20;40N;105;15W;6;X;T;6;MX
PUNTA^PENASCO^^^;&;PPE;76061;31;11N;113;20W;14;8;MX
QUERETARO^^^^^^^;MMQT;QRO;76625;20;37N;100;11W;1813;X;T;6;MX
REYNOSA^INTL^ARP;MMRX;REX;&;26;01N;098;13W;39;X;T;6;MX
SALTILLO^^^^^^^^;MMIO;SLW;76390;25;33N;100;56W;1790;X;T;6;MX
SAN^JOSE^DEL^CAB;MMSD;SJD;&;23;08N;109;42W;109;X;T;6;MX
CABO^SAN^LUCAS^^;MMSL;&;&;22;57N;109;56W;140;X;8;MX
SAN^LUIS^POTOSI^;MMSP;SLP;76539;22;15N;100;56W;1903;X;T;6;MX
SANTA^ROSALIA^^^;&;SRL;76253;27;19N;112;17W;75;V;8;MX
TAMPICO/GEN^FJ^M;MMTM;TAM;76548;22;16N;097;52W;24;X;T;6;MX
TAPACHULA^^^^^^^;MMTP;TAP;&;14;46N;092;22W;29;X;T;3;MX
TAPACHULA^^^^^^^;&;&;76903;14;53N;092;18W;119;X;8;MX
TEPIC^^^^^^^^^^^;MMEP;TPQ;76556;21;25N;104;51W;922;X;T;6;MX
TIJUANA^INTL^ARP;MMTJ;TIJ;&;32;32N;116;58W;152;X;T;6;MX
TOLUCA/JOSE^MARI;MMTO;TLC;&;19;21N;099;34W;2576;X;T;6;MX
TORREON^AIRPORT^;MMTC;TRC;76382;25;34N;103;24W;1124;X;T;X;5;MX
TULANCINGO^^^^^^;MMTL;TCG;76634;20;04N;098;22W;2181;X;7;MX
TUXTLA^GUTIERREZ;MMTG;TGZ;76843;16;34N;093;02W;528;X;T;6;MX
TUXTLA^GUTIERREZ;MMTB;TGM;&;16;44N;093;10W;528;X;T;8;MX
URUAPAN/GEN^RAYO;MMPN;UPN;&;19;23N;102;01W;1593;X;T;6;MX
VERACRUZ^^^^^^^^;MMVR;VER;76692;19;09N;096;11W;16;X;T;X;7;MX
VILLAHERMOSA^^^^;MMVA;VSA;&;18;00N;092;49W;13;X;T;3;MX
VILLAHERMOSA^^^^;&;&;76743;17;59N;092;56W;6;X;8;MX
ZACATECAS^ARPT^^;MMZC;ZCL;&;22;54N;102;41W;2177;X;T;4;MX
ZACATECAS^^^^^^^;&;&;76526;22;45N;102;30W;2265;X;8;MX
GUADALUPE/ZACATE;MMZA;&;&;22;45N;102;30W;2265;Z;8;MX
TAPACHULA^^^^^^^;&;&;76904;14;46N;092;22W;29;Z;8;MX
